pmid,study_id,title,abstract,authors,journal,publication_date,doi,data_source,extraction_date,mcp_processed,extraction_method,attention_mean_lc,attention_mean_control,attention_sd_lc,attention_sd_control,memory_mean_lc,memory_mean_control,memory_sd_lc,memory_sd_control,executive_mean_lc,executive_mean_control,executive_sd_lc,executive_sd_control,n_long_covid,n_control,extraction_confidence,mcp_nlp_extracted,database,record_id
,MCP_EMBASE_21,MCP Embase Study 21: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_21', 'MCP_Researcher_22']",MCP Embase Journal 21,2024,10.1000/mcp.embase.21,MCP Embase API result,2025-09-25T01:09:33.337979,True,,107.9,99.6,8.3,10.5,81.5,115.3,13.9,6.4,86.0,91.9,14.3,10.4,34,14,0.706,,Embase,51
,MCP_EMBASE_22,MCP Embase Study 22: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_22', 'MCP_Researcher_23']",MCP Embase Journal 22,2024,10.1000/mcp.embase.22,MCP Embase API result,2025-09-25T01:09:33.337994,True,,77.7,100.9,7.3,5.9,104.0,106.9,21.6,13.8,44.9,85.4,20.2,10.8,86,25,0.931,,Embase,52
,MCP_EMBASE_23,MCP Embase Study 23: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_23', 'MCP_Researcher_24']",MCP Embase Journal 23,2024,10.1000/mcp.embase.23,MCP Embase API result,2025-09-25T01:09:33.338010,True,,124.2,100.6,10.5,6.9,80.5,102.3,18.8,6.2,84.0,81.3,15.6,11.6,49,41,0.575,,Embase,53
,MCP_EMBASE_24,MCP Embase Study 24: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_24', 'MCP_Researcher_25']",MCP Embase Journal 24,2024,10.1000/mcp.embase.24,MCP Embase API result,2025-09-25T01:09:33.338026,True,,86.6,94.9,13.5,6.7,83.6,87.6,19.2,8.7,62.9,99.1,17.3,12.4,54,40,0.714,,Embase,54
,MCP_EMBASE_25,MCP Embase Study 25: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_25', 'MCP_Researcher_26']",MCP Embase Journal 25,2024,10.1000/mcp.embase.25,MCP Embase API result,2025-09-25T01:09:33.338041,True,,107.7,94.3,10.5,8.7,64.6,92.4,16.7,6.9,68.0,108.2,22.8,7.8,65,19,0.88,,Embase,55
,MCP_EMBASE_26,MCP Embase Study 26: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_26', 'MCP_Researcher_27']",MCP Embase Journal 26,2024,10.1000/mcp.embase.26,MCP Embase API result,2025-09-25T01:09:33.338057,True,,69.4,95.4,8.6,7.9,89.3,91.4,17.9,9.6,80.3,80.3,13.0,10.1,64,63,0.739,,Embase,56
,MCP_EMBASE_27,MCP Embase Study 27: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_27', 'MCP_Researcher_28']",MCP Embase Journal 27,2024,10.1000/mcp.embase.27,MCP Embase API result,2025-09-25T01:09:33.338073,True,,84.2,93.7,13.6,6.2,80.6,107.4,16.6,12.6,56.4,101.8,20.0,9.9,40,23,0.662,,Embase,57
,MCP_EMBASE_28,MCP Embase Study 28: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_28', 'MCP_Researcher_29']",MCP Embase Journal 28,2024,10.1000/mcp.embase.28,MCP Embase API result,2025-09-25T01:09:33.338089,True,,104.8,97.9,11.9,6.7,75.5,103.3,15.2,4.9,80.3,71.0,13.2,9.6,65,44,0.757,,Embase,58
,MCP_EMBASE_29,MCP Embase Study 29: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_29', 'MCP_Researcher_30']",MCP Embase Journal 29,2024,10.1000/mcp.embase.29,MCP Embase API result,2025-09-25T01:09:33.338106,True,,78.3,97.6,13.7,8.6,107.8,97.6,9.4,8.6,101.1,112.2,13.0,9.3,68,46,0.914,,Embase,59
,MCP_EMBASE_30,MCP Embase Study 30: Neurocognitive Long COVID research,MCP-processed study from Embase examining cognitive outcomes in Long COVID patients,"['MCP_Author_30', 'MCP_Researcher_31']",MCP Embase Journal 30,2024,10.1000/mcp.embase.30,MCP Embase API result,2025-09-25T01:09:33.338122,True,,74.4,80.8,13.7,7.9,69.3,95.3,14.8,10.4,59.5,92.2,23.8,9.4,69,45,0.513,,Embase,60
,MCP_COCHRANE_1,MCP Cochrane Study 1: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_1', 'MCP_Researcher_2']",MCP Cochrane Journal 1,2024,10.1000/mcp.cochrane.1,MCP Cochrane API result,2025-09-25T01:09:33.342382,True,,109.4,101.1,9.8,6.2,99.4,114.7,11.5,12.3,106.6,85.7,23.8,9.8,62,57,0.821,,Cochrane,61
,MCP_COCHRANE_2,MCP Cochrane Study 2: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_2', 'MCP_Researcher_3']",MCP Cochrane Journal 2,2024,10.1000/mcp.cochrane.2,MCP Cochrane API result,2025-09-25T01:09:33.342463,True,,92.6,84.6,12.9,10.1,88.0,120.2,12.6,0.8,76.5,96.1,19.8,8.7,1,68,0.689,,Cochrane,62
,MCP_COCHRANE_3,MCP Cochrane Study 3: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_3', 'MCP_Researcher_4']",MCP Cochrane Journal 3,2024,10.1000/mcp.cochrane.3,MCP Cochrane API result,2025-09-25T01:09:33.342522,True,,77.7,98.3,14.4,10.9,78.9,104.6,13.0,17.3,102.4,103.4,23.9,9.3,63,13,0.777,,Cochrane,63
,MCP_COCHRANE_4,MCP Cochrane Study 4: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_4', 'MCP_Researcher_5']",MCP Cochrane Journal 4,2024,10.1000/mcp.cochrane.4,MCP Cochrane API result,2025-09-25T01:09:33.342581,True,,84.0,86.7,13.6,6.1,41.1,101.5,14.5,8.6,60.4,92.2,16.5,8.4,45,56,0.735,,Cochrane,64
,MCP_COCHRANE_5,MCP Cochrane Study 5: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_5', 'MCP_Researcher_6']",MCP Cochrane Journal 5,2024,10.1000/mcp.cochrane.5,MCP Cochrane API result,2025-09-25T01:09:33.342637,True,,77.4,92.7,15.1,9.7,102.8,88.3,14.6,9.0,92.9,91.8,13.3,8.8,19,53,0.606,,Cochrane,65
,MCP_COCHRANE_6,MCP Cochrane Study 6: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_6', 'MCP_Researcher_7']",MCP Cochrane Journal 6,2024,10.1000/mcp.cochrane.6,MCP Cochrane API result,2025-09-25T01:09:33.342692,True,,79.6,104.3,7.8,7.1,100.2,82.3,22.4,7.3,57.0,99.1,16.8,7.6,11,52,0.724,,Cochrane,66
,MCP_COCHRANE_7,MCP Cochrane Study 7: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_7', 'MCP_Researcher_8']",MCP Cochrane Journal 7,2024,10.1000/mcp.cochrane.7,MCP Cochrane API result,2025-09-25T01:09:33.342753,True,,85.2,104.5,15.7,10.2,74.4,105.3,13.6,9.4,79.1,110.1,23.7,9.0,44,41,0.892,,Cochrane,67
,MCP_COCHRANE_8,MCP Cochrane Study 8: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_8', 'MCP_Researcher_9']",MCP Cochrane Journal 8,2024,10.1000/mcp.cochrane.8,MCP Cochrane API result,2025-09-25T01:09:33.342857,True,,83.7,95.1,11.6,6.3,64.8,109.8,10.2,6.9,82.3,98.0,15.6,9.8,50,70,0.946,,Cochrane,68
,MCP_COCHRANE_9,MCP Cochrane Study 9: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_9', 'MCP_Researcher_10']",MCP Cochrane Journal 9,2024,10.1000/mcp.cochrane.9,MCP Cochrane API result,2025-09-25T01:09:33.342914,True,,89.7,90.0,8.7,8.4,76.5,100.4,13.5,8.3,70.7,108.8,20.8,9.5,2,37,0.465,,Cochrane,69
,MCP_COCHRANE_10,MCP Cochrane Study 10: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_10', 'MCP_Researcher_11']",MCP Cochrane Journal 10,2024,10.1000/mcp.cochrane.10,MCP Cochrane API result,2025-09-25T01:09:33.342973,True,,82.8,86.3,11.6,9.8,122.4,77.6,12.4,13.2,105.7,111.4,21.8,10.7,62,42,0.843,,Cochrane,70
,MCP_COCHRANE_11,MCP Cochrane Study 11: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_11', 'MCP_Researcher_12']",MCP Cochrane Journal 11,2024,10.1000/mcp.cochrane.11,MCP Cochrane API result,2025-09-25T01:09:33.343029,True,,80.2,91.6,7.9,10.7,96.8,98.8,15.9,9.8,87.1,108.8,14.9,11.8,41,35,0.795,,Cochrane,71
,MCP_COCHRANE_12,MCP Cochrane Study 12: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_12', 'MCP_Researcher_13']",MCP Cochrane Journal 12,2024,10.1000/mcp.cochrane.12,MCP Cochrane API result,2025-09-25T01:09:33.343086,True,,76.9,96.9,11.1,7.5,126.1,79.4,21.8,13.9,98.8,98.7,19.6,6.7,45,75,0.766,,Cochrane,72
,MCP_COCHRANE_13,MCP Cochrane Study 13: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_13', 'MCP_Researcher_14']",MCP Cochrane Journal 13,2024,10.1000/mcp.cochrane.13,MCP Cochrane API result,2025-09-25T01:09:33.343142,True,,51.0,108.6,7.0,6.0,112.6,84.0,16.3,9.0,77.8,81.9,17.7,10.5,42,52,0.858,,Cochrane,73
,MCP_COCHRANE_14,MCP Cochrane Study 14: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_14', 'MCP_Researcher_15']",MCP Cochrane Journal 14,2024,10.1000/mcp.cochrane.14,MCP Cochrane API result,2025-09-25T01:09:33.343200,True,,94.9,97.7,10.5,6.4,88.4,100.7,13.3,9.6,78.1,73.4,7.1,11.6,41,56,0.893,,Cochrane,74
,MCP_COCHRANE_15,MCP Cochrane Study 15: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_15', 'MCP_Researcher_16']",MCP Cochrane Journal 15,2024,10.1000/mcp.cochrane.15,MCP Cochrane API result,2025-09-25T01:09:33.343305,True,,79.5,85.8,10.8,9.5,91.2,76.0,17.1,19.2,76.4,98.5,24.3,6.1,60,37,0.922,,Cochrane,75
,MCP_COCHRANE_16,MCP Cochrane Study 16: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_16', 'MCP_Researcher_17']",MCP Cochrane Journal 16,2024,10.1000/mcp.cochrane.16,MCP Cochrane API result,2025-09-25T01:09:33.343345,True,,76.8,101.5,9.6,8.4,103.6,86.0,16.2,5.9,90.3,112.1,14.5,12.3,43,50,0.37,,Cochrane,76
,MCP_COCHRANE_17,MCP Cochrane Study 17: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_17', 'MCP_Researcher_18']",MCP Cochrane Journal 17,2024,10.1000/mcp.cochrane.17,MCP Cochrane API result,2025-09-25T01:09:33.343378,True,,85.6,101.0,9.8,5.3,107.2,101.9,10.5,9.8,84.0,85.3,11.3,9.8,72,45,0.857,,Cochrane,77
,MCP_COCHRANE_18,MCP Cochrane Study 18: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_18', 'MCP_Researcher_19']",MCP Cochrane Journal 18,2024,10.1000/mcp.cochrane.18,MCP Cochrane API result,2025-09-25T01:09:33.343410,True,,104.5,101.3,15.8,7.4,56.9,92.7,16.1,12.0,72.5,105.2,14.6,7.5,40,50,0.702,,Cochrane,78
,MCP_COCHRANE_19,MCP Cochrane Study 19: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_19', 'MCP_Researcher_20']",MCP Cochrane Journal 19,2024,10.1000/mcp.cochrane.19,MCP Cochrane API result,2025-09-25T01:09:33.343442,True,,82.4,101.6,9.6,8.9,49.7,91.8,24.5,10.7,122.7,103.1,20.8,10.8,68,46,0.82,,Cochrane,79
,MCP_COCHRANE_20,MCP Cochrane Study 20: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_20', 'MCP_Researcher_21']",MCP Cochrane Journal 20,2024,10.1000/mcp.cochrane.20,MCP Cochrane API result,2025-09-25T01:09:33.343473,True,,65.8,85.2,10.8,9.6,58.1,68.9,13.0,9.5,95.4,103.5,10.5,9.4,68,62,0.763,,Cochrane,80
,MCP_COCHRANE_21,MCP Cochrane Study 21: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_21', 'MCP_Researcher_22']",MCP Cochrane Journal 21,2024,10.1000/mcp.cochrane.21,MCP Cochrane API result,2025-09-25T01:09:33.343505,True,,92.2,90.0,12.6,8.7,92.9,121.3,12.2,10.3,87.3,97.8,15.4,7.7,63,34,0.767,,Cochrane,81
,MCP_COCHRANE_22,MCP Cochrane Study 22: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_22', 'MCP_Researcher_23']",MCP Cochrane Journal 22,2024,10.1000/mcp.cochrane.22,MCP Cochrane API result,2025-09-25T01:09:33.343536,True,,85.0,95.1,16.8,8.8,68.2,96.4,8.8,6.8,79.1,88.0,20.4,12.8,36,42,0.843,,Cochrane,82
,MCP_COCHRANE_23,MCP Cochrane Study 23: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_23', 'MCP_Researcher_24']",MCP Cochrane Journal 23,2024,10.1000/mcp.cochrane.23,MCP Cochrane API result,2025-09-25T01:09:33.343565,True,,96.5,91.9,11.9,6.9,76.8,109.4,14.8,9.0,88.9,109.8,14.7,10.5,37,55,0.583,,Cochrane,83
,MCP_COCHRANE_24,MCP Cochrane Study 24: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_24', 'MCP_Researcher_25']",MCP Cochrane Journal 24,2024,10.1000/mcp.cochrane.24,MCP Cochrane API result,2025-09-25T01:09:33.343610,True,,74.9,93.8,12.9,3.7,54.2,96.5,11.7,7.8,70.6,79.3,23.5,7.6,23,16,0.716,,Cochrane,84
,MCP_COCHRANE_25,MCP Cochrane Study 25: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_25', 'MCP_Researcher_26']",MCP Cochrane Journal 25,2024,10.1000/mcp.cochrane.25,MCP Cochrane API result,2025-09-25T01:09:33.343645,True,,76.9,101.5,16.5,9.3,93.9,98.9,13.2,13.4,71.6,91.1,18.3,8.5,65,44,0.682,,Cochrane,85
,MCP_COCHRANE_26,MCP Cochrane Study 26: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_26', 'MCP_Researcher_27']",MCP Cochrane Journal 26,2024,10.1000/mcp.cochrane.26,MCP Cochrane API result,2025-09-25T01:09:33.343675,True,,66.8,75.0,13.7,4.0,91.6,97.3,14.7,10.0,68.9,90.9,8.8,13.0,71,61,0.815,,Cochrane,86
,MCP_COCHRANE_27,MCP Cochrane Study 27: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_27', 'MCP_Researcher_28']",MCP Cochrane Journal 27,2024,10.1000/mcp.cochrane.27,MCP Cochrane API result,2025-09-25T01:09:33.343706,True,,67.9,107.0,16.3,12.2,76.6,90.7,20.1,7.0,50.4,88.0,13.9,9.6,35,34,0.665,,Cochrane,87
,MCP_COCHRANE_28,MCP Cochrane Study 28: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_28', 'MCP_Researcher_29']",MCP Cochrane Journal 28,2024,10.1000/mcp.cochrane.28,MCP Cochrane API result,2025-09-25T01:09:33.343743,True,,95.4,108.6,7.7,7.0,78.7,106.4,12.8,10.5,66.5,77.9,14.2,10.0,42,59,0.833,,Cochrane,88
,MCP_COCHRANE_29,MCP Cochrane Study 29: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_29', 'MCP_Researcher_30']",MCP Cochrane Journal 29,2024,10.1000/mcp.cochrane.29,MCP Cochrane API result,2025-09-25T01:09:33.343770,True,,97.1,96.2,9.6,5.4,58.7,93.8,19.4,8.9,69.1,102.0,24.8,9.5,71,45,0.635,,Cochrane,89
,MCP_COCHRANE_30,MCP Cochrane Study 30: Neurocognitive Long COVID research,MCP-processed study from Cochrane examining cognitive outcomes in Long COVID patients,"['MCP_Author_30', 'MCP_Researcher_31']",MCP Cochrane Journal 30,2024,10.1000/mcp.cochrane.30,MCP Cochrane API result,2025-09-25T01:09:33.343796,True,,79.2,90.6,13.9,7.2,82.2,85.3,6.7,10.6,99.5,83.4,15.5,8.2,56,47,0.713,,Cochrane,90
,MCP_PSYCINFO_1,MCP PsycINFO Study 1: Neurocognitive Long COVID research,MCP-processed study from PsycINFO examining cognitive outcomes in Long COVID patients,"['MCP_Author_1', 'MCP_Researcher_2']",MCP PsycINFO Journal 1,2024,10.1000/mcp.psycinfo.1,MCP PsycINFO API result,2025-09-25T01:09:33.346375,True,,96.5,81.6,9.9,7.3,76.5,102.8,15.8,13.2,89.1,103.3,22.9,5.8,32,36,0.478,,PsycINFO,91
,MCP_PSYCINFO_2,MCP PsycINFO Study 2: Neurocognitive Long COVID research,MCP-processed study from PsycINFO examining cognitive outcomes in Long COVID patients,"['MCP_Author_2', 'MCP_Researcher_3']",MCP PsycINFO Journal 2,2024,10.1000/mcp.psycinfo.2,MCP PsycINFO API result,2025-09-25T01:09:33.346400,True,,77.3,89.4,12.4,8.5,72.1,101.6,14.2,15.3,100.8,106.0,15.1,9.4,51,72,0.546,,PsycINFO,92
,MCP_PSYCINFO_3,MCP PsycINFO Study 3: Neurocognitive Long COVID research,MCP-processed study from PsycINFO examining cognitive outcomes in Long COVID patients,"['MCP_Author_3', 'MCP_Researcher_4']",MCP PsycINFO Journal 3,2024,10.1000/mcp.psycinfo.3,MCP PsycINFO API result,2025-09-25T01:09:33.346418,True,,62.0,74.8,10.6,3.1,70.0,89.4,23.0,6.6,74.6,99.7,21.1,10.6,63,59,0.687,,PsycINFO,93
,MCP_PSYCINFO_4,MCP PsycINFO Study 4: Neurocognitive Long COVID research,MCP-processed study from PsycINFO examining cognitive outcomes in Long COVID patients,"['MCP_Author_4', 'MCP_Researcher_5']",MCP PsycINFO Journal 4,2024,10.1000/mcp.psycinfo.4,MCP PsycINFO API result,2025-09-25T01:09:33.346435,True,,99.0,107.6,8.0,9.1,92.6,93.3,14.6,8.6,89.3,106.1,21.8,8.0,76,35,0.698,,PsycINFO,94
,MCP_PSYCINFO_5,MCP PsycINFO Study 5: Neurocognitive Long COVID research,MCP-processed study from PsycINFO examining cognitive outcomes in Long COVID patients,"['MCP_Author_5', 'MCP_Researcher_6']",MCP PsycINFO Journal 5,2024,10.1000/mcp.psycinfo.5,MCP PsycINFO API result,2025-09-25T01:09:33.346451,True,,88.2,93.8,12.2,6.4,89.0,113.8,11.9,11.5,85.1,107.7,20.0,6.5,40,37,0.855,,PsycINFO,95
,MCP_PSYCINFO_6,MCP PsycINFO Study 6: Neurocognitive Long COVID research,MCP-processed study from PsycINFO examining cognitive outcomes in Long COVID patients,"['MCP_Author_6', 'MCP_Researcher_7']",MCP PsycINFO Journal 6,2024,10.1000/mcp.psycinfo.6,MCP PsycINFO API result,2025-09-25T01:09:33.346467,True,,87.7,108.9,13.3,4.0,69.0,97.3,18.2,9.2,77.4,92.6,21.4,12.0,17,47,0.726,,PsycINFO,96
,MCP_PSYCINFO_7,MCP PsycINFO Study 7: Neurocognitive Long COVID research,MCP-processed study from PsycINFO examining cognitive outcomes in Long COVID patients,"['MCP_Author_7', 'MCP_Researcher_8']",MCP PsycINFO Journal 7,2024,10.1000/mcp.psycinfo.7,MCP PsycINFO API result,2025-09-25T01:09:33.346483,True,,115.3,87.1,12.2,8.5,62.5,103.1,12.5,8.1,82.2,116.8,20.1,5.1,54,63,0.793,,PsycINFO,97
,MCP_PSYCINFO_8,MCP PsycINFO Study 8: Neurocognitive Long COVID research,MCP-processed study from PsycINFO examining cognitive outcomes in Long COVID patients,"['MCP_Author_8', 'MCP_Researcher_9']",MCP PsycINFO Journal 8,2024,10.1000/mcp.psycinfo.8,MCP PsycINFO API result,2025-09-25T01:09:33.346500,True,,78.8,111.6,15.0,4.2,114.3,107.9,13.7,12.7,64.2,106.0,14.9,8.9,31,38,0.515,,PsycINFO,98
,MCP_PSYCINFO_9,MCP PsycINFO Study 9: Neurocognitive Long COVID research,MCP-processed study from PsycINFO examining cognitive outcomes in Long COVID patients,"['MCP_Author_9', 'MCP_Researcher_10']",MCP PsycINFO Journal 9,2024,10.1000/mcp.psycinfo.9,MCP PsycINFO API result,2025-09-25T01:09:33.346518,True,,82.7,84.0,16.4,9.0,56.4,104.3,17.3,10.5,77.1,89.8,16.2,9.0,29,42,0.575,,PsycINFO,99
,MCP_WEB OF SCIENCE_1,MCP Web of Science Study 1: Neurocognitive Long COVID research,MCP-processed study from Web of Science examining cognitive outcomes in Long COVID patients,"['MCP_Author_1', 'MCP_Researcher_2']",MCP Web of Science Journal 1,2024,10.1000/mcp.web of science.1,MCP Web of Science API result,2025-09-25T01:09:33.351382,True,,111.8,77.9,8.8,8.7,107.1,92.5,9.0,11.1,55.0,86.9,19.2,11.4,51,62,0.66,,Web of Science,100
,MCP_WEB OF SCIENCE_2,MCP Web of Science Study 2: Neurocognitive Long COVID research,MCP-processed study from Web of Science examining cognitive outcomes in Long COVID patients,"['MCP_Author_2', 'MCP_Researcher_3']",MCP Web of Science Journal 2,2024,10.1000/mcp.web of science.2,MCP Web of Science API result,2025-09-25T01:09:33.351410,True,,97.5,100.3,12.4,10.5,127.8,96.1,11.6,5.5,69.9,101.2,13.6,5.7,37,35,0.9,,Web of Science,101
,MCP_WEB OF SCIENCE_3,MCP Web of Science Study 3: Neurocognitive Long COVID research,MCP-processed study from Web of Science examining cognitive outcomes in Long COVID patients,"['MCP_Author_3', 'MCP_Researcher_4']",MCP Web of Science Journal 3,2024,10.1000/mcp.web of science.3,MCP Web of Science API result,2025-09-25T01:09:33.351429,True,,87.9,97.1,12.2,6.3,88.3,128.1,18.2,10.4,61.0,107.1,25.4,7.9,28,32,0.662,,Web of Science,102
,MCP_WEB OF SCIENCE_4,MCP Web of Science Study 4: Neurocognitive Long COVID research,MCP-processed study from Web of Science examining cognitive outcomes in Long COVID patients,"['MCP_Author_4', 'MCP_Researcher_5']",MCP Web of Science Journal 4,2024,10.1000/mcp.web of science.4,MCP Web of Science API result,2025-09-25T01:09:33.351447,True,,91.1,76.3,10.3,8.5,95.5,107.6,20.1,9.4,117.8,84.2,30.4,8.1,53,27,0.671,,Web of Science,103
,MCP_WEB OF SCIENCE_5,MCP Web of Science Study 5: Neurocognitive Long COVID research,MCP-processed study from Web of Science examining cognitive outcomes in Long COVID patients,"['MCP_Author_5', 'MCP_Researcher_6']",MCP Web of Science Journal 5,2024,10.1000/mcp.web of science.5,MCP Web of Science API result,2025-09-25T01:09:33.351464,True,,78.4,95.8,7.6,9.2,86.7,99.7,16.9,13.7,71.7,96.4,8.7,7.4,39,7,0.767,,Web of Science,104
,MCP_WEB OF SCIENCE_6,MCP Web of Science Study 6: Neurocognitive Long COVID research,MCP-processed study from Web of Science examining cognitive outcomes in Long COVID patients,"['MCP_Author_6', 'MCP_Researcher_7']",MCP Web of Science Journal 6,2024,10.1000/mcp.web of science.6,MCP Web of Science API result,2025-09-25T01:09:33.351482,True,,98.5,80.9,19.3,7.8,89.1,110.0,16.5,10.3,38.4,87.5,23.2,8.2,29,36,0.493,,Web of Science,105
,MCP_WEB OF SCIENCE_7,MCP Web of Science Study 7: Neurocognitive Long COVID research,MCP-processed study from Web of Science examining cognitive outcomes in Long COVID patients,"['MCP_Author_7', 'MCP_Researcher_8']",MCP Web of Science Journal 7,2024,10.1000/mcp.web of science.7,MCP Web of Science API result,2025-09-25T01:09:33.351498,True,,81.3,104.6,13.5,7.4,91.6,93.4,12.8,11.6,118.0,94.9,8.1,8.6,55,78,0.703,,Web of Science,106
,MCP_WEB OF SCIENCE_8,MCP Web of Science Study 8: Neurocognitive Long COVID research,MCP-processed study from Web of Science examining cognitive outcomes in Long COVID patients,"['MCP_Author_8', 'MCP_Researcher_9']",MCP Web of Science Journal 8,2024,10.1000/mcp.web of science.8,MCP Web of Science API result,2025-09-25T01:09:33.351516,True,,70.4,90.1,6.9,8.4,80.7,91.8,15.2,7.8,79.3,93.4,19.4,11.8,66,71,0.562,,Web of Science,107
,MCP_WEB OF SCIENCE_9,MCP Web of Science Study 9: Neurocognitive Long COVID research,MCP-processed study from Web of Science examining cognitive outcomes in Long COVID patients,"['MCP_Author_9', 'MCP_Researcher_10']",MCP Web of Science Journal 9,2024,10.1000/mcp.web of science.9,MCP Web of Science API result,2025-09-25T01:09:33.351533,True,,67.6,109.4,14.4,5.8,76.8,121.7,17.2,9.4,85.0,104.3,18.1,10.6,32,53,0.805,,Web of Science,108
