date,percent_resistant,forecast_horizon,is_historical,prophet_predicted,prophet_lower,prophet_upper,arima_predicted,lstm_predicted,random_forest_predicted,gradient_boosting_predicted,svr_predicted,exponential_smoothing_predicted
2017-01-01,20.4239582141904,0,True,,,,,,,,,
2018-01-01,5.922082671451265,0,True,,,,,,,,,
2019-01-01,4.84958364461289,0,True,,,,,,,,,
2020-01-01,17.181395032786327,0,True,,,,,,,,,
2021-01-01,16.992984349703182,0,True,,,,,,,,,
2022-01-01,19.021355151901908,0,True,,,,,,,,,
2023-01-01,14.5143791831489,0,True,,,,,,,,,
2023-02-28,,1,False,14.656839175558614,12.396627806130411,15.722397070481618,15.399439997982594,14.265703154739162,14.192415835052307,15.297037647030521,14.33302110083337,14.658711772333186
2023-03-31,,2,False,14.547385669399414,12.393151162131824,15.915240862144506,15.539979104805711,14.864204342414851,14.194851514512226,14.885267588533091,14.703945092540337,14.73023755844518
2023-04-30,,3,False,14.615289134806025,12.499177296132975,16.883054943944053,15.810516549449043,15.629520134627315,14.770355967160114,14.731650002622635,15.412581004018381,15.228871015238614
2023-05-31,,4,False,15.182390489978463,13.111147891888013,16.22499824652404,15.3281695161384,16.41608323500926,15.206036989627124,15.278475885977992,14.969042878515502,15.189992072076008
2023-06-30,,5,False,15.020869762102198,13.696019255859532,16.908250148343882,15.06357109650397,16.982777690902815,15.533997835791679,16.034789956009725,15.335931612505947,15.667935773707404
2023-07-31,,6,False,15.114315938685879,13.762280970847717,17.94664422033239,15.811621674248888,17.113787145557637,15.215335048818952,16.7766814532889,15.76779473128975,15.66025071394199
2023-08-31,,7,False,15.223858367184848,12.91411971932612,18.20417553610088,16.26008308447092,16.65902326781547,14.9788722725462,17.331550490104274,16.198661676756018,15.84139874638721
2023-09-30,,8,False,15.59193652698031,12.746035126486664,16.65299066200305,16.828207592345453,16.32028031844836,15.17343698326101,16.91157635247371,15.89741967185135,15.689898203897124
2023-10-31,,9,False,16.313867346457883,15.215960251271449,18.870734333987254,17.11456837638139,15.983483649751502,14.681641551042748,17.493679060223315,16.123418867111308,16.048092690666614
2023-11-30,,10,False,16.036616857360233,14.415350663721282,17.418990930615262,17.971405739980202,15.726028530378775,15.443605569250845,17.052241617946414,16.922451972215526,16.215790386677348
2023-12-31,,11,False,16.154036947284308,14.77764603692425,18.84898345802023,17.77481954730199,15.231003864802608,15.423031683739897,17.889091389651597,17.422007326824527,16.34748512694384
2024-01-31,,12,False,16.03722909166139,13.218074358533917,17.211189355211125,17.42695208207538,14.822902524739616,16.1710869605503,18.859529127580288,17.14817835168817,17.048750296447707
2024-02-29,,13,False,16.12626156932845,14.526011007262372,18.378593097259426,16.94092840327674,14.59738013016386,16.528864436048035,19.282774757596943,17.534062040871948,16.555813483838886
2024-03-31,,14,False,15.680527165644659,14.306352374209741,17.85804125632438,16.56728868642523,14.828888213545314,17.430795054870373,19.152811128217817,17.550259470498165,17.49094673602909
2024-04-30,,15,False,15.391964833890304,13.095072399320458,17.007786222595467,17.274580844712442,14.854968165557896,18.222148812395734,18.858834545921408,17.927693501812364,17.751468928640367
2024-05-31,,16,False,15.238677172065465,13.808219540464044,16.287621624328512,18.020104479235243,15.011885818180303,17.749508105142986,18.673010493229427,17.75951004508468,18.250596374456194
2024-06-30,,17,False,15.110715074020895,13.656706815576795,17.033809621148055,18.48876016064314,15.958444649255618,17.668647615291295,19.581937180858016,18.118846956081846,18.81254936022244
2024-07-31,,18,False,15.088044757667591,13.028299216342381,17.447221765517344,19.463233540269467,16.088423035421144,18.63455861710998,20.342596780479493,18.247387888001732,18.495298239582894
2024-08-31,,19,False,15.25050525887941,13.944005117217001,16.883175327709207,19.67168017958825,16.403472509920892,18.206683787168878,20.960704064355223,17.841157532726836,19.311029497184354
2024-09-30,,20,False,16.056814600808345,14.58930571595813,18.59334379909718,19.823382639175332,15.956123685297825,17.925193129957908,21.095380338177186,18.1648623654421,18.98169480112826
2024-10-31,,21,False,16.85850892577101,14.473106042693516,19.26812421530963,19.841008483080905,16.811255730239232,17.782874747575974,22.06877667171007,18.69204946188636,18.82790675985059
2024-11-30,,22,False,17.087185957027348,15.086873817140903,18.284951298196017,20.641336607036358,16.723765908193574,18.504697038047457,22.75114039568383,19.14355481881702,18.778495137037517
2024-12-31,,23,False,17.203126290542755,15.287519696193103,19.439695972753448,20.36529294357422,16.620334236778067,18.811596008314556,22.62045838256039,18.98586714008019,18.89998665614506
2025-01-31,,24,False,17.059359413336743,14.323988256399803,19.09427466438088,19.974291286967777,17.275666706528217,19.042897125416758,23.28976507058064,19.305190647172672,19.041577617938366
2025-02-28,,25,False,17.432343180666972,16.213838378281206,18.45799739295967,20.393513302060832,16.921727792195327,18.593001480931825,22.99127624561973,19.931481805999585,19.854637075692633
2025-03-31,,26,False,18.376503904926427,17.15179933123966,19.388565316248357,21.046034911895177,17.609711324345064,19.52174829470139,22.950891694992823,20.325833367405156,20.6139265770367
2025-04-30,,27,False,18.581658744330724,16.31344118208132,20.17172194287142,21.522703438747925,17.47777697695784,19.338132671179835,22.60489572628206,20.55446254677612,20.849672433835032
2025-05-31,,28,False,18.5535751749752,16.9514642010639,19.956016848002214,21.18520936979114,17.02416712165844,19.90238408582183,22.443608643099438,20.247139547841705,20.413617677392132
2025-06-30,,29,False,18.64582862203141,16.079740765363987,20.500867830168808,21.133977390300426,16.92129654990598,20.636668021021016,23.406924137266394,21.09454381794595,20.838983569900144
2025-07-31,,30,False,18.77411367556864,16.332293610388163,20.420882097762743,21.784396692921426,17.90345829264576,21.170694550268124,24.346869541675545,20.854586270290916,21.325137518478765
2025-08-31,,31,False,18.780730373403653,16.945071813551074,20.7615600808919,22.116619504754887,17.670252378446296,21.473998965325748,23.968293268067356,21.709507228671384,21.507553404774082
2025-09-30,,32,False,19.54503693819489,17.549981031832026,21.112694180549873,21.8149830319359,18.393172474088736,21.055866952385085,24.37592493218691,21.50208772770339,21.806317140373118
2025-10-31,,33,False,19.785751245147473,17.187147451994477,21.350753919402237,21.674595960505666,18.863989259221658,21.897603573123863,24.906331460950945,22.035416377940955,21.354649229730363
2025-11-30,,34,False,20.70692554335489,19.489152044942706,23.007077866836426,22.358893211380252,19.606356666496687,22.72715881852949,25.239755915305267,22.482628916825348,22.326968658576593
2025-12-31,,35,False,20.783095672954314,18.387807245695388,23.063763900690734,23.337912915176222,20.58817225182472,23.09913104691745,24.877696680771358,22.63308384112888,22.175721418230243
2026-01-31,,36,False,21.13019407523639,20.06869522487851,24.050407034298857,23.427619323392022,20.814012523280194,23.711753616510542,25.698334976057257,23.249739138186417,22.128835657852317
2026-02-28,,37,False,22.093460297504915,19.352772978887305,23.349688895166484,23.422232522960275,21.785049108524994,23.534840786667857,25.55683109804892,23.684679339578814,22.11382954777281
2026-03-31,,38,False,23.027854761106532,21.91218609861189,24.389669941669275,24.061155170662147,22.451704770411677,23.145372488613702,25.694681728120592,23.356128568698438,22.22691390268542
2026-04-30,,39,False,23.934086377651216,21.940526502266234,26.343069552286234,24.837475532382346,23.32824799402356,22.88180561655372,25.87829743941015,24.203417703919925,22.22675323384741
2026-05-31,,40,False,24.828617730403796,23.537224381521803,26.001671130918727,25.160053452686245,23.881073983862795,23.088518227861094,25.436138974930564,23.734653495515694,22.898896423730577
2026-06-30,,41,False,24.960596279434665,22.258567396140947,27.860753439248565,26.047769109939807,23.591712815339303,23.806173793599875,25.698194345987243,23.990399715505056,22.58726757097215
2026-07-31,,42,False,24.908978038687266,23.304035758896916,26.638680246096367,25.67575317888712,24.357221995084313,24.538199711277418,25.381644936722093,24.077267864952447,22.973013798157062
2026-08-31,,43,False,25.508248755276774,22.886828830127044,28.37223233988349,26.333962087769443,24.100064446584557,24.37498283751432,25.34192694745974,24.765336919959314,23.769594284625366
2026-09-30,,44,False,25.810453106216485,24.165798339001483,27.376563273431216,26.68856576788687,23.70087798431378,24.50550214738024,25.98167641960723,24.31158940770764,23.453922194689518
2026-10-31,,45,False,25.78116671734192,23.896361482870347,27.44874755492655,26.873625711647144,23.622178688064608,24.78938416335523,26.422364290280655,24.338861826254757,24.22950099776123
2026-11-30,,46,False,26.10952890165031,24.7160611246038,27.206325770996607,26.4705833128153,24.126412394372817,24.69577849076646,26.99308972488147,24.875822331530852,24.894665313640708
2026-12-31,,47,False,26.147739965579838,24.966327318213814,28.820359295358234,26.228831162176533,24.581509230955366,25.08236542471739,26.93764609488543,25.097320952121528,24.797352746233326
2027-01-31,,48,False,26.12375053837274,24.530081238540546,28.255799546480333,26.7029151414959,24.56148740091688,25.595277584575605,27.50477859394192,25.050082194227656,24.42183831854451
2027-02-28,,49,False,27.019328242102706,25.93141642642444,29.557013127519728,26.83391355998286,24.578566249510846,25.665521073998153,27.47109670979133,25.424902735901767,24.97352856670611
2027-03-31,,50,False,26.93940710078647,24.721518007609475,28.269560440596656,26.481424231115533,24.72567972141473,25.550041611677464,27.373627924319948,25.097875919257685,25.930845718684314
2027-04-30,,51,False,27.523591710229727,25.93107570877503,29.947224531413863,26.812768184017376,25.026709650553016,25.423315780529624,28.284633730362206,25.98182678799122,26.871222679402887
2027-05-31,,52,False,27.79916514958554,25.882249871343557,30.20307133577889,26.619119198391815,26.010134509290303,24.951988264677468,28.677797044348072,26.945265483603816,27.59321781822167
2027-06-30,,53,False,27.863349882166947,24.901223978985826,29.78502630761845,26.827249880505903,25.555416317378544,25.386906581461897,28.34055388055944,27.368602005464073,27.84242931468637
2027-07-31,,54,False,28.39517301815833,25.955609055129784,30.06808144037174,27.462938787152908,25.752598478796447,26.059739293105547,29.033849015798392,27.149841660622304,27.514002933051394
2027-08-31,,55,False,28.024761173588082,25.223247808609763,30.50764992353307,27.55534797431574,25.31243370213217,27.023007933019485,29.539550864203047,27.311848856157866,27.99904551853075
2027-09-30,,56,False,28.460039937158253,26.806606602818125,30.052389867338352,27.4870083594371,25.893493601623877,27.85294093854117,29.480528847892213,28.208354301578172,27.74050162230379
2027-10-31,,57,False,29.437260078167455,26.875113774834908,31.56303022847251,27.892675694210673,26.222650958111657,28.623196002538307,30.432771069648414,28.024944691341766,28.52587494499828
2027-11-30,,58,False,30.35858613722561,28.083749398277494,31.485753250972998,28.27341078405755,27.159440261881137,28.294981413152904,30.955430202438748,28.55902954194912,28.688572897736318
2027-12-31,,59,False,31.11893255640495,28.71962490656867,33.045881414083105,29.244878852080078,27.948563885590655,28.04450197268401,31.201873708095242,29.522650624157215,28.94719967199164
2028-01-31,,60,False,31.829318333519492,29.832387496171506,33.27167155904188,29.15431052210633,28.634394486878744,28.48428310440725,30.963297961058192,30.282605296793584,28.93170779826074
